time,message
1/30/2017 20:04,"So you'll hire 10,000 refugees over 5 years? Why not hire more veterans?"
1/30/2017 20:01,"After all the years of buying Starbucks on my way to work, I am officially done with you, now that you are going to hire ""REFUGEES"". Why not hire Americans, after all they are the reason Starbucks is where you are at today. McDonald's here I come., now that Starbucks is being run by a bunch scat-heads!"
1/30/2017 20:00,Their coffee is bitter and overpriced. I did like their chocolate croissants but Dunkin Donuts has them. Bye bye Starbucks.  Hiring to protest Trump? You just lost a customer and also the widow of a 9/11 first responder. Thanks for nothing. I cherish my patriotism. Why don't you hire some homeless veterans? Now there is a question.
1/30/2017 20:00,Great call Starbucks.  Stay the course I will support you and your products!
1/30/2017 19:59,Their coffee is bitter and overpriced. I did like their chocolate croissants but Dunkin Donuts has them. Bye bye Starbucks.  Hiring to protest Trump? You just lost a customer and also the widow of a 9/11 first responder. Thanks for nothing. I cherish my patriotism. Why don't you hire some homeless veterans? Now there is a question.
1/30/2017 19:59,I am done with you and your Co.!!!  Why don't you hire Vet's ???
1/30/2017 19:58,"Starbucks, you rock!  Thanks for taking action."
1/30/2017 19:57,"Thank U 4 new, expanded refugee hiring policy"
1/30/2017 19:56,"Why don't you hire US Veterans? You will loose all my future business and I will share my view with everyone I know. Sad that you help divide our nation. 
We got so many jobless Veterans and Americans, take of ours 1st. I hope your company falls off the face of the earth, only sad thing is good America's will loose their jobs, oh maybe they can drink Dunkin Donuts coffee..."
1/30/2017 19:53,Thank you for standing up to tyranny. We stand with you!
1/30/2017 19:52,Thank you Starbucks! Bought my daily Chai Tea this morning!!
1/30/2017 19:51,Thank You for stepping up to help! I will be purchasing more Starbucks!!! For the people boycotting you are hurting veterans also.  Shame on you!
1/30/2017 19:50,"Thank you, Howard!  We're with you.  You're with us.  ~ The Resistance."
1/30/2017 19:49,"If you are going to hire 10,000 refugees, that means 10,000 Americans wouldn't get the chance to work.  I am not going to be your customer anymore"
1/30/2017 19:48,The last few times I have messaged your company with questions/complaints/etc I have not heard back. I know there must be 100's of messages to get through but I even have a question back from October 2016 that was never acknowledged/answered. If you could please take a look at your messages and help me resolve the issue I submitted on Saturday then I would really appreciate it.
1/30/2017 19:47,"Let's quote you Boss:
""And we will start this effort here in the U.S. by making the initial focus of our hiring efforts on those individuals who have served with U.S. troops as interpreters and support personnel in the various countries where our military has asked for such support.    ""

How wonderful to forget the service men and women that got shot and some died to protect the interpreters.   Way to keep my whole family out of starbucks."
1/30/2017 19:47,"Hey you elitist socialists:  HOW ABOUT HIRING 10,000 VETS?  Men and women who don't need extreme vetting!!!!  You ungrateful corporate liberals don't deserve our business.  And won't get it!!!!!"
1/30/2017 19:47,"Starbucks, you want my business?? How about hiring qualified candidates not disqualifying me and others because we are not Refugees????? Wow, isn't just hiring refugees a bit of discrimination Starbucks??"
1/30/2017 19:46,"Yay Starbucks!  Leading by example! Don't back down...liberty, justice and lattes for ALL!"
1/30/2017 19:46,We in Northwest Indiana are boycotting for your Blanton disrespect of the president of united States...
1/30/2017 19:45,Will not buy Starbucks......
1/30/2017 19:45,Why do business' have to get political?  We are not interested in your politics - just your products!  There are always two sides and as independent and former Dem and Republican I will take my business elsewhere! Overrated anyway...
1/30/2017 19:44,The entire WERLD needs to try a SCOTTS!  It is a small or medium  blond or pike roast with 2 pumps white mocha and 2 pumps hazelnut.
1/30/2017 19:44,Thank you for the reminder that I need to go top up my Starbucks card.  nomuslimban
1/30/2017 19:43,"Why don't you hire 10,000 American workers-- the disabled, veterans who want to start their own businesses, out of work youth, the unemployed, the underemployed?"
1/30/2017 19:43,You have lost another customer. Shame on you
1/30/2017 19:43,I was never an enthusiastic customer before - but now I am. Thank you Starbucks for standing up for what's right.
1/30/2017 19:43,"What away to put America first!!  Hire 10,000 refugees!  Never will I set foot in any of your stores.. I stand behind my President!!  President Donald Trump!!Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏"
1/30/2017 19:42,Just lost a lot of customers!
1/30/2017 19:41,"Why would I buy from a company that believes I'm a horrible person? It's awesome that you're hiring refugees; hire whomever you choose, for whatever reason you choose. But you're mischaracterizing Trump's policies; and, *more importantly,* you're making people like me out to be horrible people. Newsflash: not every decent person agrees with how to do the right thing.  Decent people can, and do, disagree on vital issues.

Conservatives have been physically attacked in alarming numbers over the past few months; Conservatives have received death threats in order to be silenced; CNN has said that the torture of the disabled conservative was not evil.

Therefore, people need to hear that decent people can disagree on vital issues.  You can be part of the violence, or part of the solution. I'm okay with Starbucks taking a political stand; but please remember to characterize the opposition as decent humans. We are feeling dehumanized by Liberals, as we are being physically attacked and the media is basically saying it's okay--but mostly the media simply ignores the violence while they talk about us as if we're evil.

I will buy from your competition (instead of from Starbucks), until such time that Starbucks can publicly acknowledge that decent people are allowed to hold different views than you do on these political issues (and make it as public as your announcement about hiring refugees was)."
1/30/2017 19:40,I'm a barista at a licensed location and I'm proud to represent such a remarkable company who cares about people around the world ! What a great company ! Bravo for your remarkable decision!
1/30/2017 19:39,Thank you for supporting immigrants. I'm on my way to get a cup of coffee there. Good work.
1/30/2017 19:39,Thank you for being on the right side of history.  Make America Kind Again
1/30/2017 19:37,"Refugee's OK.  But please do not select a refugee over an American citizen (black, white, yellow, gay, transgender, etc). I hope they can speak english in the stores.  If you want to help refugee's maybe Starbucks needs to help educate them before you give them a job, or sponsor families.  Or is just the CEO voicing his dislike to the President and the 3 month band of letting individuals into this country.  3 months, come on...  I have been and still am a very loyal customer of Starbucks."
1/30/2017 19:36,after your statement to day...I will never buy another product from you...
1/30/2017 19:36,Not supporting Starbucks anymore. I will not give you another dime since I found out where my money is going
1/30/2017 19:36,So your gonna gain 10k new employees but lose hundreds of thousands of customers. Hmm...makes sense!
1/30/2017 19:35,"THANK YOU Starbucks! Your commitment to social justice is amazing. Already a customer, and very proud to be one."
1/30/2017 19:34,"Thank you for your committment to hire refugees, I will be buying more Starbucks and bring my friends"
1/30/2017 19:34,"A question about the recent decision to hire 10,000 refugees: Was this always in the works as part of an effort to help with the needs of displaced persons, or is this more of a political action to express the company's ideals and be an active voice in light of the President's recent executive order? I have no agenda with this question, I simply want to know what the motivation for this announcement is."
1/30/2017 19:33,Thank you so much for supporting American values & committing to hire refugees. I'm headed your way this afternoon - with friends - specifically because of this.
1/30/2017 19:33,"Nice thought about hiring refugees! How about hiring 1000 VETERANS who are looking for jobs , these folks gave their lives so AMERICANS can buy your COFFEE!!!!"
1/30/2017 19:33,Are you also making massive jobs available to homeless American veterans?
1/30/2017 19:27,You said you will hire thousands of refugees! How about hiring American Citizens and Veterans . I have decided that due to your policy I will no longer intend to frequent you stores or buy your products. I am ashamed of you and your lack of patriotism.
1/30/2017 19:24,Why are refugees more important to you all than our veterans?
1/30/2017 19:24,"Thank you, Starbucks, for taking a leadership role in the immigrant/refugee issue! Ì†ΩÌ≤ñ‚òïÔ∏èÌ†ΩÌ±èÌ†ºÌøª"
1/30/2017 19:23,Thanks Starbucks for supporting vets and refugees. I support you! ‚òïÔ∏è
1/30/2017 19:21,Hey Starbucks- I support you 100%.
1/30/2017 19:21,Thank you for supporting refugees. You've earned my business!
1/30/2017 19:20,"starbucks -if you want to prioritize refugees in other countries that is fine, but how about investing some of that budget in improving the base salaries of all of your baristas in the US? justice fair students baristas"
1/30/2017 19:19,"with your little hiring 10,000 refugees ahead of any actual Americans plan. you will never ever ever receive another single penny from me. at this moment you are on the official boycott list."
1/30/2017 19:18,Thank you Starbucks for supporting the refugees who come to our great land of opportunity by promising to give them dignity through work. Ten thousand jobs for refugees will grow our economy and promote world peace.
1/30/2017 19:17,we as Americans do not owe anyone - anything....especially from another country
1/30/2017 19:16,"I have been a valued customer of Starbucks for over an decade. I visit Starbucks daily spending between $5.00 to $10.00. I go to Starbucks in California, Nevada, Oregon, and throughout other States while traveling Nationwide. Anually I spend upwards of $2,000.00 a year with Starbucks. Over the past decade I have spent over $20,000.00 at Starbucks Stores. With that said I will NOT be purchasing anything ever again from Starbucks. I will be selling ALL of my stock in this company today. I will also  encourage my friends, family, co-workers, and everyone I meet to do the same. I am doing this because of Howard Schultz, Starbuck's Chairman and CEO. His stance on hiring 10,000 refugees over the course of the next five years mainly focused on the United States and our temporary ban of refugees from seven countries where terrorist acts happen on a daily bases. It sadden me to know I will no longer be seeing those friendly faces that I have built friendships over the years by visiting your stores daily. It is very upsetting that Starbucks has taken this stance and I will miss being a VALUED CUSTOMER. I think Starbucks should just stick to being focused on it's customers, stock holders, and coffee rather than being politically involved in our Nations issues. We are all Americans and have taken in more refugees than all other Nations combined since our Nation was founded. I don't think it is a business' job to support hiring of refugees because of it's personal opinion of Nations policies on refugees and keeping American safe from terrorist acts that could be caused by an influx of refugees from war torn counrties. Americans need jobs and Starbucks should follow fair hiring practices without people being looked over for a job as an American citizen for a refugee. I just stopped by Starbucks to tell the Manager and it's employees about my decision to NOT frequent Starbucks anymore. I am also making my way to another Starbucks Store to tell them the same thing. It really bums me out to know Starbucks is more worried about refugees than Americans. I have voiced my opinion to Starbucks Corporation via a phone call this morning as well. I will also encourage all my friends and family on Facebook to STOP doing business with Starbucks as a whole. I hope someone at Starbucks takes the time to reads this and think about the cost to the Company and it's Shareholders due to Howard Schultz, CEO. Thank you for your time. 

Charles S. Weisse Ì†ºÌ∑∫Ì†ºÌ∑∏"
1/30/2017 19:16,THANK YOU Starbucks
1/30/2017 19:15,"disappointing in starbuc, no live people to speak with all animated @ 800...so i had to email and ask that the balance on the card i hold be refunded. due to the stand on hiring thousands of immigrants i will no longer buy any products there.  our veterans come first you nimrods and don't tell me of your prejudice or dictate to me an proud American..I will only patronize those that honor our citizens first...along with hollyweird, those immoral,sinners are for entertainment only and need to keep their mouths shut...how dare those people tell me...u take the refuges or better yet all you SOB's can leave....."
1/30/2017 19:15,"Dear deplorables:

Take the time to research what programs Starbucks already has for veterans and how they help their spouses for college instead of being useless brainwashed sheeps. Btw, where was your outrage when Republican leaders were cutting bills aimed at helping our veterans?

"
1/30/2017 19:14,"Happy to hear that this company is doing what God would smile upon and supporting the refugees. Now there will be less bigots in your shops, thank you."
1/30/2017 19:14,Thank you for standing up for what is right. We must fight this fascist nonsense.
1/30/2017 19:13,"Thank you for your humanity.

I don't normally go to coffee shops, but I will go to yours. Thank you!"
1/30/2017 19:13,"Thank you, Starbucks for your commitment to hire 10,000 refugees in the next 5 years! I spent my money in your store this morning!"
1/30/2017 19:13,"Thanks, Starbucks, for leading the way and speaking out for justice and the American way, in a language the POTUS can under$tand."
1/30/2017 19:13,"I used to love Starbucks but I stopped going months ago. The lines have been too long, service is subpar and the quality has gone downhill.This refugee hiring has no impact on me going to Starbucks .  One of the other main reasons is Starbucks has raised prices and it's a bit expensive to buy a coffee there. There are plenty of other coffee places where I can get a coffee for less. Starbucks should focus on these things rather than involve themselves in politics."
1/30/2017 19:12,Not one dime will be spent in your stores going forward. America first!
1/30/2017 19:12,Why are refugees more important than US Veterans?
1/30/2017 19:08,"We support what you are doing. Because of the support you will give to refugee's, here is my support to you

I will visit Starbucks DAILY and i will buy a coffee and a snack for a homeless person."
1/30/2017 19:08,"Well, gues I will not be buying Starbucks anymore.  Why do you hate Americans?"
1/30/2017 19:06,Thank you! Ì†ΩÌ±çÌ†ºÌøº
1/30/2017 19:04,"Such a phony, leftist , and overpriced operation"
1/30/2017 19:04,"Thank you Starbucks for supporting the diversity in our country - veterans, immigrants, and all those working to make a better life for themselves and in turn keep America as a great place to live.  I will buy more Starbucks!!!!"
1/30/2017 19:03,"Sorry no longer will you see a dime from me 10,000 refugees"
1/30/2017 19:01,"Thank you for standing up for what's right!  I will go out of my way now to buy more from Starbucks, to support you.  Stay strong! NoMoreHate"
1/30/2017 19:01,supportstarbucks.
1/30/2017 19:01,Overpriced coffee and now not hiring American - SELL STOCK NOW!!!!!
1/30/2017 19:00,Thank you for taking a stance to hire refugees at Starbucks. Please continue to keep us informed through transparent policies showing that this is not just a publicity stunt.
1/30/2017 19:00,Thank you for caring about more than just what's directly in front of you <3
1/30/2017 18:59,"Even though that Butterscoth latte I had the other day was either made wrong OR it was just indeed nasty, I stand with Starbucks and their consistent decisions to make the world a better place!"
1/30/2017 18:57,Your CEO just lost my business because of the decisions he made to hire refugees instead of our homeless and veterans. boycottStarbucks
1/30/2017 18:57,Another CEO that doesn't get that America FIRST doesn't mean America ONLY. So I've bought my last Starbucks. Why alienate half you base by taking political stances? I guess it's time to finally try McD's...
1/30/2017 18:56,"I make nothing but Italian Roast at my house.  But now, in support of your CEO, I'm going to be doing more drive-throughs."
1/30/2017 18:55,Our American troops have not died in vein. Please be mindful of the military families who have lost so much because Of the ones who protect and keep us all free every day!
1/30/2017 18:53,"Could you please comment on your being listed on the Democratic Coalition against Trump's boycott list because there are Starbucks stores in Trump owned properties.  I am a loyal customer and stock owner, and very concerned.  I am considering having to boycott and sell my stock!"
1/30/2017 18:53,"Good on you, Starbucks, for the refugee hires."
1/30/2017 18:50,Thank you supporting refugees!
1/30/2017 18:49,I dont drink coffee but i am definitely stopping by and seeing what other things you offer. Thank you for standing up for the powerless.
1/30/2017 18:48,"To those boycotting, have you actually read the article?
They aren't firing people, they aren't only hiring immigrants, and they aren't pledging to hire ""illegals"".
Here is what they are doing 
WORLDWIDE!!!  NOT JUST IN THE US!!

Starbucks says it plans to hire 10,000 refugees over five years in the 75 countries where it does business.

The refugee hiring proposal, Schultz wrote, will begin with a focus on people who have served with U.S. troops as interpreters and support personnel.

Please read the article and understand what is really happening."
1/30/2017 18:47,Purchasing Starbucks twice today to show my support.  :)
1/30/2017 18:45,Wouldn't spend one penny at this company!
1/30/2017 18:44,"Starbucks , it's sad and honestly quite humorous that y'all are now using politics to not only gain in your financial needs but also in your reputation as ""lending a helping hand"". Would have been a really commendable act if you didn't have to go public with it and sought attention through the suffering of others. There are a lot more than 10,000 refugees. It's called being humble something it seems y'all might have forgotten about. Don't get me wrong y'all coffee is fire Ì†ΩÌ±åÌ†ºÌøº"
1/30/2017 18:43,"Goodbye Starbucks. Apparently your loyal long term customers are less important to you than tour politics. 
I've been a customer since 1994, only place I used to get coffee. I'll find a new place and ensure my friends and family do the same."
1/30/2017 18:42,"Bye, Starbucks. My bucks are going elsewhere. You screwed the pooch."
1/30/2017 18:41,"I'm confused with Starbucks discriminating policy, for it only causes more and more hatred for innocent people trying to fit-in. Most of these people (refugees) only want to better their families lives, not be used or abused by a Liberal or Republican agenda; it shows the true colors of abuse! All Americans should be allowed to apply and work at Starbucks; vets, refugees,, all Americans! His comments are discriminating against all others, and truly causes a firestorm of anger for innocent people escaping their own nightmares; I assure you, 1000's of lawsuits are about to befall on Starbucks, and its CEO's comments will become the preponderance of that evidence. Two bad policies doesn't help this bad situation;  it only serves to make it worse."
1/30/2017 18:40,"I knew the hate and vitriol would start the minute I read the articles about Starbucks agreeing to hire 10,000 refugees.  For you 'Murica first people, Starbucks has hired a shitload (sorry about the language SB) of US veterans over the years.  Their CEO's progressive leanings have been known for years.  If this is what tipped you over the edge, you haven't been paying attention.  I will be drinking nothing but Starbucks from now on if for no other reason than the compassion they have shown both for our veterans and our fellow human beings"
1/30/2017 18:38,"Two thumbs up for Starbucks. At this time when our very core values are being overturned, it's important that everyone with a voice should speak out, and everyone with the means to do so, should take action."
1/30/2017 18:30,America first!!
1/30/2017 18:27,"Starbucks CEO counters Trump's travel ban with vow to hire 10,000 refugees

And the unbelievably stupid voter will applaud that. Probably even some that enjoy the freedom of unemployment and somehow can still afford Starbucks"
1/30/2017 18:26,Thank you Starbucks ! NoBanNoWall SupportStarbucks
1/30/2017 18:26,"Just read that the CEO of Starbucks is pledging to hire 10,000 refugees over the next five years in response to Donald Trump's immigration ban. So how do U.S citizens looking for work feel about this?"
1/30/2017 18:25,Ok starbucks.. why not have an African American program to help the high unemployment rate for actual AMERICANS... LOST MY BUSINESS
1/30/2017 18:24,"So tell us, Mr. Generosity, why not hire 10,000 homeless/jobless veterans?"
1/30/2017 18:23,"Hiring of 10,000 refugees is all wrong. Will never by any of your products again."
1/30/2017 18:22,TRUMP!    Your coffee sucks for the price anyway!  Duncan Doughnuts
1/30/2017 18:22,"Just shows where starbucks policy is, should be America First and secure America but Howard does not care. 
You lost my business."
1/30/2017 18:22,<3 For standing up for refugees. (y)
1/30/2017 18:17,"Your business is only as strong as the American people allow it to be. If you are not behind President Donald Trump, then you are not behind the American people. Apologize and Recant your statement to the American people."
1/30/2017 18:15,Thank you for your commitment to help refugees and immigrants. Thank you for continuing to help veterans and those who served our country. Thank you for helping put students through college and hiring them.
1/30/2017 18:15,My family and I will no longer be customers of Starbucks. You have put refugees before Americans. You are discriminating against your own countrymen and women who need jobs.
1/30/2017 18:15,"Hello Mr. Starbucks CEO, I have been a customer of Starbucks for 8 plus years until today.................I spend approx. 3-400 dollars per month with your firm...............If you do not support our President and the United States of America security I cannot in good faith support your firm................It will be nice to see your stock head south...........Good Day"
1/30/2017 18:13,Take your over priced coffee and shove it!!  BOYCOTT!!!!!!!
1/30/2017 18:12,I will no longer buy anything starbucks. You have lost all of mt families business forever because of your retaliation against our president.
1/30/2017 18:09,"Starbucks just lost my business. I will now shop with one of the local coffee houses. So will the bulk of my family. Starbucks is placing this nation at risk by vowing to hire 10,00 people who may or may not be here for the wrong reasons. The terrorists slip in to this country by posing as refugees!!! We do not reward bad behavior"
1/30/2017 18:09,THANK YOU for your ongoing commitment to your program of hiring veterans at home AND now refugees in the 75 countries you are in around the world! Way to go Starbucks!!! (Now I will have to find something other than my beloved Chai Tea Latte to give up for Lent.)
1/30/2017 18:09,What a sad day when you take the stand to hire that many immigrants yet never an offer such to our vets or out of work citizens. You've lost my business.
1/30/2017 18:08,"Oh Well, there goes the stock price! Prison next for the CEO et al. Ha ha"
1/30/2017 18:07,Congrats for taking a stand for immigrants and against Trump's latest immigration plans. Customer for life.
1/30/2017 18:05,"How about hiring the person who best fits the job description and who is in the country legal, regardless or sex, race, religion or nationallity? Is this what Starbucks is doing? NO! Otherwise, there would be no need for such an announcement."
1/30/2017 18:05,"Thank you for the compassionate pledge to hire 10,000 refugees around the world."
1/30/2017 17:59,"Do NOT back down!  Only 18% of Americans voted for Trump!  Their boycott will not last.  We support you!!  And in fact, I will start buying more coffee from Starbucks!  <3"
1/30/2017 17:58,"Thank you, Starbucks, for supporting refugees. Living out American values is patriotism. I'm going out to buy some today!"
1/30/2017 17:57,"So you plan on hiring 10,000 refuges here in America, good and let those 10,000 refuges be your loyal customers, because I am not spending another penny on your products"
1/30/2017 17:56,For every comment against Starbucks I will be donating to the Syrian refugee fund in the commenters name.
1/30/2017 17:55,"Starbucks I just recently returned to your coffee shop. No more in direct response to your treasonous behavior towards the President of the United States. I herby declare that I will never do any business with you, your franchises, other holdings, partners and your venders. Good by forever Starbucks, You Suck !!!"
1/30/2017 17:51,THANKS FOR SUPPORTING REFUGEE HIRING!  There are 3Million more of us who believe you are doing the right thing...and I sincerely doubt the 70% of uneducated white men are purchasing coffee at Starbucks!!
1/30/2017 17:49,Moving to Dunkin Dounuts for my coffee.  Never mix politics with business.
1/30/2017 17:48,"hey starbucks, i hope the refugees you're going to employ can afford your coffee, because i for one would much rather visit a coffee shop that hires based on quality of staff as opposed to trying to fill a political agenda."
1/30/2017 17:47,"My daughter, a 2016 valedictorian at Littlerock High School in the Antelope Valley CA, applied for a job at Starbucks in Palmdale and did not even get a phone call.  However, SJW Starbucks CEO plans to hire 1000 refugees.  I plan to NEVER enter a Starbucks again as long as I live.

Maybe this is where I should post my photo of a Starbucks store, shot from within a another Starbucks store in Calabasas CA.  I will look for mom-and-pop stores from now on."
1/30/2017 17:47,I got beef with you guys lol no birthday drink in my starbucks app this year? damnnnn.
1/30/2017 17:46,I boycott Starbucks because the coffee is terrible!
1/30/2017 17:45,"Instead of refugees,  why not make a commitment to hiring 10,000 veterans,  since they are more likely to be your customers.  You male your millions off of Americans but then don't want to hire them. Well,  now you have one less customer.  dunkindonutsitis"
1/30/2017 17:45,"I live in Brazil and would like to congratulate Mr. Howard Schultz on his initiative in the face of the President of the United States's position against refugee immigration. I live in a city of 500,000 that does not have starbucks, but if there is interest, I am willing to invest in a Starbucks on my city and hire refugee people."
1/30/2017 17:44,"Since you are committed to hiring refuges I will no longer buy your coffee, neither will anyone of my family or friends,"
1/30/2017 17:44,"A coffee company inserting itself into politics. Why? Publicity? Like Starbucks isn't a huge brand name? I ignored the commentary during the election but now you're going too far. You're willing to hire refugees versus out of work citizens or students trying to just barely make it? I'm just one citizen, but I will not purchase your products any longer. There's plenty of other choices for coffee."
1/30/2017 17:42,Boycott Starbucks!  Giving preference to refugees over Americans...
1/30/2017 17:42,"I was appalled and sickened by the announcement that Starbucks would hire 10,000 refugees in defiance of Trumps ban on immigration. It's not that I'm against immigration it's that I'm against giving 10,000 refugees preference over those in our own country that would give their left arm for a job, some of which probably have, namely veterans. How many veterans are without jobs, how many unemployed would die for a job, how many homeless do we have out there because they don't have a job. Shame on you Starbucks. I have never been a patron of Starbucks and I never will after this."
1/30/2017 17:41,Yet another reason to not drink what you call coffee.
1/30/2017 17:39,Hire whomever you like. I will buy my coffee products elsewhere.
1/30/2017 17:38,"If you are really hiring all those refugees, I will no longer patronize you. I am a daily customer. Over US citizens? Hope you have a lot refugees who can buy your coffee. BOYCOTT Starbucks."
1/30/2017 17:34,Hire Americans out of work instead of refugees
1/30/2017 17:33,"Starbucks, choosing to hire a certain amount of a certain people group (non citizens) is reverse discrimination and against affirmative action. It is not supporting true Americans or America 1st. I do not support you and will be boycottingstarbucks by not purchasing from your stores. -An American"
1/30/2017 17:33,Where are these 10.0000 jobs coming from? Are we replacing American workers? Why can't you pledge to support our veterans? Guess it's time for me to find another coffee outlet!
1/30/2017 17:33,"Hey Starbucks: How about opening a couple of franchises in Aleppo? Then you could hire all the illiterate, murderous woman-raping, gay-hating, goat-loving degenerates you want.

schultzisahypocrite"
1/30/2017 17:28,Do you have any plans or current programs  assist veterans get hired in your establishments.
1/30/2017 17:28,"As a 3rd generation immigrant from Syria and Germany (pre WWII), getting a handle on who in the immigrant community are terrorists is a small price to pay considering the damages they are doing.   The new directive by Donald was already put in place by Barak.  Why no outrage then?   Please focus on dropping your coffee prices and not acting like a part of the DNC."
1/30/2017 17:26,How about hiring the homeless and the vets?
1/30/2017 17:25,"Thank you for announcing your Refugee Hiring Program.  Don't worry about backlash from the haters.  For every latte they refuse to buy, I'll buy two."
1/30/2017 17:25,"how about hiring 10,000 veterans and people with people with disabilities."
1/30/2017 17:24,"I support Starbucks decision to employee 10,000 refugees!"
1/30/2017 17:24,"You'll never see another dime from me. There are thousands of veterans out of work, not to mention American  (born or naturalized) citizens that don't have jobs. Making a declaration to what you think is popular doesn't make you right."
1/30/2017 17:22,"Thank you, Starbucks, for your stand on hiring immigrants, as well as your other socially conscientious stands."
1/30/2017 17:21,"Come on guys!! I'm not gonna lie, I love Starbucks but youre making it hard to stop by for my cuppa! How about hiring 10,000 Americans who need a job, there's a homeless problem you could help with, how about helping our veterans in some way. America is your home, right???"
1/30/2017 17:19,"I use to be a long time Starbucks customer, $25+ a week, but now? Never again!"
1/30/2017 17:16,You are a disgrace to this country. You could give jobs to the people that have fought for you freedom but no you decide to announce you are going to give jobs to illegal immigrants. Your company will fail and I will be glad when you shut your doors and go bankrupt.
1/30/2017 17:16,"Outrageous to hire people only b/c they are ""refugees"" - my son has been applying to SB for years, not hired - a honor's student. I am a Democrat my whole life but this is such an obvious PR move and so distasteful."
1/30/2017 17:15,"Bravo to you for standing up to hate. Penzeys did,and while at first people were outraged, peoples kindness came through and they came back strongerand doing fine.Will only get my coffee from starbucks from this day forward.Thank you."
1/30/2017 17:14,"Will you be vetting the new 10,000 employees you plan on hiring?  Criminal record, drug use, credit history.  If not good for you.  If so you are doing exactly what the US is requiring for entry to this country."
1/30/2017 17:13,"Instead of pledging to hire Syrian refugees, why not pledge to hire American Veterans?"
1/30/2017 17:12,"Strbcs was always too expensive , but spending  money for political correct statements  is not my way . you may be cool for the ""refgees welcome"" generation, until they get victomised like we europeans get every day. here they are called rapefugees by German women.  I would not enjoy the coffee. bye, bye from germany."
1/30/2017 17:10,"Thank you, Starbucks! I will increase my patronage and tell all my friends to do the same. Refugees are important human beings who have been through hell, and I can't believe how mean-spirited someone would have to be to boycott your company because you want to hire them. I look forward to my next cup of tea at Starbucks."
1/30/2017 17:07,Disappointing to hear about your involvement in this political disarray of activity. Maybe it's time to make our own coffee!
1/30/2017 17:06,"I love my coffee but I will never be a patron of Starbucks again. You can committ to 10,000 jobs to refugees but can not committ to employing homeless veterans? Your priorities are a mess. I will spend my money elsewhere and I will make sure that my friends do the same."
1/30/2017 17:04,"Thank you Starbucks for your decision to hire 10,000 refugees.  You are making the world a better and more compassionate place.  I will support you."
1/30/2017 17:04,The free 80 stars for 3 Mocha drinks just restarted on my app.  We have purchased several over the past few days and it isn't giving credit for those.  How do we fix this?
1/30/2017 17:03,"Hiring 10,000 refugees across 75 countries, not just in the United States. 

Refugee: a person who has been forced to leave their country in order to escape war, persecution, or natural disaster.

You all fail to realize that Muslims are not the only refugees seeking refuge.  

 ‚ù§Ô∏èÌ†ΩÌ≤õÌ†ΩÌ≤öÌ†ΩÌ≤ôÌ†ΩÌ≤ú"
1/30/2017 17:03,"American Patriots are going to run Starbucks out of town. On a rail.

Stand by, Schultz. Stand by....

neveragain"
1/30/2017 17:02,How about putting American workers before refugees from another country!  You're finished in this country!  We will NOT be passed over for jobs because of your political ignorance and your far left socialist beliefs!
1/30/2017 17:02,"Because Starbucks is helping refugees and EVERYONE in need, and because Starbucks is an inclusive, safe place run by caring progressive people, I--and my family--will be spending more to help the cause.  We will be spreading the word that bigots are striking out against this wonderful company for trying to good...again.  I am certain you will not lose anything, but only gain from doing good.  Wish the bigots could see that."
1/30/2017 17:00,Due to recent announcement on hiring protocol i will no longer purchase your products in your store or any other store. All people deserve a unbiased hiring procedure.
1/30/2017 17:00,Hire 10000 refugees lost a customer
1/30/2017 16:59,"How about hiring 10,000 American veterans instead of refugees."
1/30/2017 16:58,I'll be stocking up on Starbucks coffee today. Thanks for supporting refugees!
1/30/2017 16:58,Spent my last dollar at Starbucks today. So long!
1/30/2017 16:57,"So why don't you employ the unemployed here in America? Not cool enough to get media attention so why do it right? Hypocritical business practices... imy sure plenty of veterans, homeless, or disabled might appreciate the opportunity.OR how about you hire the the thousands of interpreters that were left in Iraq and Afghanistan that are trying to get over maybe you can try and guarantee them employment."
1/30/2017 16:57,"So disappointed in starbucks...seriously??? Hire veterans instead...not these refugees...have you seen what they have done in canada, europe, and all the other countries harboring them? I smell lawsuits...and it smells like starbucks...discrimination...this is bad marketing!!!"
1/30/2017 16:55,"Instead of giving 10,000 jobs to refugees why don't you give them to 10,000 homeless people or 10,000 unemployed veterans?"
1/30/2017 16:55,Very sorry to hear about the hiring of the refugees. I guess Dunkin Donuts will get my business now!
1/30/2017 16:54,"Hiring 10,000 refugees across 75 countries, not just in the United States. 

Refugee: a person who has been forced to leave their country in order to escape war, persecution, or natural disaster.

You all fail to realize that Muslims are not the only refugees seeking refuge.  

 ‚ù§Ô∏èÌ†ΩÌ≤õÌ†ΩÌ≤öÌ†ΩÌ≤ôÌ†ΩÌ≤ú"
1/30/2017 16:53,"Because Starbucks has a company policy of sabotaging, my family, our well-being by encouraging unaccountability & lawlessness I, my family, friends will boycott your stores & products. I have let your low political views go up to this point, but making it a company policy to hire illegals encourages more murders."
1/30/2017 16:51,"How about hiring 10,000 vets, homeless vets or Americans in need before hiring refugees?"
